year,circuit,overtaking_driver_number,overtaken_driver_number,overtaking_acronym,overtaken_acronym,events,clean_events
2023,Hungaroring,14,18,ALO,STR,1,1
2023,Hungaroring,14,24,ALO,ZHO,1,0
2023,Hungaroring,14,44,ALO,HAM,1,0
2023,Hungaroring,14,55,ALO,SAI,1,0
2023,Hungaroring,14,63,ALO,RUS,1,0
2023,Hungaroring,14,77,ALO,BOT,2,1
2023,Hungaroring,14,81,ALO,PIA,1,0
2023,Hungaroring,16,3,LEC,RIC,1,0
2023,Hungaroring,16,11,LEC,PER,1,0
2023,Hungaroring,16,14,LEC,ALO,1,0
2023,Hungaroring,16,18,LEC,STR,1,1
2023,Hungaroring,16,24,LEC,ZHO,1,0
2023,Hungaroring,16,44,LEC,HAM,1,0
2023,Hungaroring,16,55,LEC,SAI,1,0
2023,Hungaroring,16,63,LEC,RUS,2,0
2023,Hungaroring,16,81,LEC,PIA,1,0
2023,Hungaroring,18,2,STR,SAR,1,0
2023,Hungaroring,18,3,STR,RIC,2,0
2023,Hungaroring,18,14,STR,ALO,1,0
2023,Hungaroring,18,16,STR,LEC,1,0
2023,Hungaroring,18,20,STR,MAG,2,1
2023,Hungaroring,18,22,STR,TSU,1,1
2023,Hungaroring,18,24,STR,ZHO,3,0
2023,Hungaroring,18,27,STR,HUL,2,0
2023,Hungaroring,18,31,STR,OCO,1,0
2023,Hungaroring,18,63,STR,RUS,1,0
2023,Hungaroring,18,77,STR,BOT,1,0
2023,Hungaroring,20,2,MAG,SAR,1,1
2023,Hungaroring,20,3,MAG,RIC,2,0
2023,Hungaroring,20,10,MAG,GAS,1,0
2023,Hungaroring,20,18,MAG,STR,2,0
2023,Hungaroring,20,22,MAG,TSU,1,0
2023,Hungaroring,20,23,MAG,ALB,2,1
2023,Hungaroring,20,24,MAG,ZHO,2,1
2023,Hungaroring,20,27,MAG,HUL,1,0
2023,Hungaroring,20,31,MAG,OCO,1,0
2023,Hungaroring,20,63,MAG,RUS,1,1
2023,Hungaroring,20,77,MAG,BOT,1,0
2023,Hungaroring,22,2,TSU,SAR,2,1
2023,Hungaroring,22,3,TSU,RIC,2,0
2023,Hungaroring,22,10,TSU,GAS,1,0
2023,Hungaroring,22,18,TSU,STR,1,0
2023,Hungaroring,22,20,TSU,MAG,1,0
2023,Hungaroring,22,23,TSU,ALB,2,0
2023,Hungaroring,22,24,TSU,ZHO,2,0
2023,Hungaroring,22,27,TSU,HUL,1,0
2023,Hungaroring,22,31,TSU,OCO,1,0
2023,Hungaroring,22,63,TSU,RUS,1,0
2023,Hungaroring,22,77,TSU,BOT,2,1
2023,Hungaroring,23,2,ALB,SAR,2,0
2023,Hungaroring,23,3,ALB,RIC,2,0
2023,Hungaroring,23,10,ALB,GAS,1,0
2023,Hungaroring,23,20,ALB,MAG,2,1
2023,Hungaroring,23,22,ALB,TSU,2,0
2023,Hungaroring,23,24,ALB,ZHO,4,1
2023,Hungaroring,23,27,ALB,HUL,2,0
2023,Hungaroring,23,31,ALB,OCO,1,0
2023,Hungaroring,23,63,ALB,RUS,1,0
2023,Hungaroring,23,77,ALB,BOT,1,0
2023,Hungaroring,24,2,ZHO,SAR,1,1
2023,Hungaroring,24,3,ZHO,RIC,3,0
2023,Hungaroring,24,10,ZHO,GAS,1,0
2023,Hungaroring,24,18,ZHO,STR,2,0
2023,Hungaroring,24,20,ZHO,MAG,2,0
2023,Hungaroring,24,22,ZHO,TSU,1,0
2023,Hungaroring,24,23,ZHO,ALB,3,1
2023,Hungaroring,24,31,ZHO,OCO,1,0
2023,Hungaroring,24,77,ZHO,BOT,1,0
2023,Hungaroring,27,3,HUL,RIC,1,0
2023,Hungaroring,27,18,HUL,STR,1,0
2023,Hungaroring,27,20,HUL,MAG,1,0
2023,Hungaroring,27,22,HUL,TSU,1,0
2023,Hungaroring,27,23,HUL,ALB,1,0
2023,Hungaroring,27,24,HUL,ZHO,1,0
2023,Hungaroring,27,55,HUL,SAI,1,0
2023,Hungaroring,27,63,HUL,RUS,1,0
2023,Hungaroring,27,77,HUL,BOT,1,1
2023,Hungaroring,31,10,OCO,GAS,1,1
2023,Hungaroring,31,24,OCO,ZHO,1,0
2023,Hungaroring,44,4,HAM,NOR,1,0
2023,Hungaroring,44,11,HAM,PER,1,0
2023,Hungaroring,44,14,HAM,ALO,1,0
2023,Hungaroring,44,16,HAM,LEC,1,0
2023,Hungaroring,44,63,HAM,RUS,1,1
2023,Hungaroring,44,81,HAM,PIA,2,1
2023,Hungaroring,55,11,SAI,PER,3,1
2023,Hungaroring,55,14,SAI,ALO,2,1
2023,Hungaroring,55,16,SAI,LEC,1,0
2023,Hungaroring,55,24,SAI,ZHO,1,0
2023,Hungaroring,55,27,SAI,HUL,2,0
2023,Hungaroring,55,63,SAI,RUS,2,0
2023,Hungaroring,55,77,SAI,BOT,1,0
2023,Hungaroring,55,81,SAI,PIA,1,0
2023,Hungaroring,63,3,RUS,RIC,1,0
2023,Hungaroring,63,10,RUS,GAS,1,0
2023,Hungaroring,63,11,RUS,PER,1,0
2023,Hungaroring,63,14,RUS,ALO,2,0
2023,Hungaroring,63,16,RUS,LEC,2,0
2023,Hungaroring,63,18,RUS,STR,2,0
2023,Hungaroring,63,20,RUS,MAG,1,1
2023,Hungaroring,63,22,RUS,TSU,2,1
2023,Hungaroring,63,23,RUS,ALB,2,1
2023,Hungaroring,63,24,RUS,ZHO,1,0
2023,Hungaroring,63,27,RUS,HUL,2,1
2023,Hungaroring,63,31,RUS,OCO,1,0
2023,Hungaroring,63,44,RUS,HAM,1,0
2023,Hungaroring,63,55,RUS,SAI,3,1
2023,Hungaroring,63,77,RUS,BOT,2,1
2023,Hungaroring,77,2,BOT,SAR,1,0
2023,Hungaroring,77,3,BOT,RIC,1,0
2023,Hungaroring,77,14,BOT,ALO,1,0
2023,Hungaroring,77,18,BOT,STR,1,0
2023,Hungaroring,77,20,BOT,MAG,1,0
2023,Hungaroring,77,22,BOT,TSU,2,0
2023,Hungaroring,77,24,BOT,ZHO,2,0
2023,Hungaroring,77,27,BOT,HUL,1,0
2023,Hungaroring,77,63,BOT,RUS,1,0
2023,Hungaroring,81,4,PIA,NOR,1,0
2023,Hungaroring,81,11,PIA,PER,1,0
2023,Hungaroring,81,14,PIA,ALO,1,0
2023,Hungaroring,81,16,PIA,LEC,1,0
2023,Hungaroring,81,44,PIA,HAM,2,0
2023,Hungaroring,81,55,PIA,SAI,1,0
2023,Interlagos,1,4,VER,NOR,2,1
2023,Interlagos,2,3,SAR,RIC,1,1
2023,Interlagos,2,10,SAR,GAS,1,0
2023,Interlagos,2,16,SAR,LEC,1,0
2023,Interlagos,2,20,SAR,MAG,1,1
2023,Interlagos,2,22,SAR,TSU,1,0
2023,Interlagos,2,23,SAR,ALB,1,0
2023,Interlagos,2,24,SAR,ZHO,2,0
2023,Interlagos,2,27,SAR,HUL,5,2
2023,Interlagos,2,31,SAR,OCO,3,0
2023,Interlagos,2,63,SAR,RUS,1,0
2023,Interlagos,2,77,SAR,BOT,1,0
2023,Interlagos,2,81,SAR,PIA,2,1
2023,Interlagos,3,16,RIC,LEC,1,0
2023,Interlagos,3,20,RIC,MAG,1,0
2023,Interlagos,3,23,RIC,ALB,1,0
2023,Interlagos,3,24,RIC,ZHO,1,0
2023,Interlagos,3,27,RIC,HUL,1,0
2023,Interlagos,3,55,RIC,SAI,2,2
2023,Interlagos,3,63,RIC,RUS,1,0
2023,Interlagos,3,77,RIC,BOT,1,0
2023,Interlagos,3,81,RIC,PIA,3,1
2023,Interlagos,4,1,NOR,VER,1,0
2023,Interlagos,4,14,NOR,ALO,1,0
2023,Interlagos,4,16,NOR,LEC,1,0
2023,Interlagos,4,18,NOR,STR,1,0
2023,Interlagos,4,44,NOR,HAM,2,1
2023,Interlagos,4,63,NOR,RUS,1,1
2023,Interlagos,10,2,GAS,SAR,1,0
2023,Interlagos,10,11,GAS,PER,1,0
2023,Interlagos,10,14,GAS,ALO,3,2
2023,Interlagos,10,16,GAS,LEC,1,0
2023,Interlagos,10,18,GAS,STR,1,0
2023,Interlagos,10,20,GAS,MAG,2,0
2023,Interlagos,10,22,GAS,TSU,3,0
2023,Interlagos,10,23,GAS,ALB,1,0
2023,Interlagos,10,27,GAS,HUL,2,0
2023,Interlagos,10,31,GAS,OCO,3,0
2023,Interlagos,10,44,GAS,HAM,2,0
2023,Interlagos,10,63,GAS,RUS,2,0
2023,Interlagos,10,77,GAS,BOT,1,0
2023,Interlagos,10,81,GAS,PIA,4,2
2023,Interlagos,11,10,PER,GAS,1,0
2023,Interlagos,11,14,PER,ALO,1,0
2023,Interlagos,11,16,PER,LEC,1,0
2023,Interlagos,11,18,PER,STR,3,0
2023,Interlagos,11,22,PER,TSU,2,0
2023,Interlagos,11,27,PER,HUL,1,0
2023,Interlagos,11,44,PER,HAM,4,1
2023,Interlagos,11,55,PER,SAI,3,0
2023,Interlagos,11,63,PER,RUS,5,3
2023,Interlagos,14,10,ALO,GAS,4,3
2023,Interlagos,14,11,ALO,PER,1,0
2023,Interlagos,14,16,ALO,LEC,1,0
2023,Interlagos,14,18,ALO,STR,2,1
2023,Interlagos,14,20,ALO,MAG,1,1
2023,Interlagos,14,22,ALO,TSU,1,0
2023,Interlagos,14,27,ALO,HUL,3,2
2023,Interlagos,14,31,ALO,OCO,1,0
2023,Interlagos,14,44,ALO,HAM,1,0
2023,Interlagos,14,55,ALO,SAI,2,0
2023,Interlagos,14,77,ALO,BOT,2,0
2023,Interlagos,14,81,ALO,PIA,1,0
2023,Interlagos,16,22,LEC,TSU,1,1
2023,Interlagos,16,44,LEC,HAM,1,1
2023,Interlagos,18,10,STR,GAS,2,1
2023,Interlagos,18,11,STR,PER,2,0
2023,Interlagos,18,14,STR,ALO,1,0
2023,Interlagos,18,16,STR,LEC,1,0
2023,Interlagos,18,20,STR,MAG,1,1
2023,Interlagos,18,22,STR,TSU,2,0
2023,Interlagos,18,27,STR,HUL,1,1
2023,Interlagos,18,31,STR,OCO,1,1
2023,Interlagos,18,44,STR,HAM,2,0
2023,Interlagos,18,55,STR,SAI,1,0
2023,Interlagos,18,63,STR,RUS,2,0
2023,Interlagos,18,77,STR,BOT,2,2
2023,Interlagos,18,81,STR,PIA,1,0
2023,Interlagos,20,16,MAG,LEC,1,0
2023,Interlagos,20,27,MAG,HUL,3,1
2023,Interlagos,20,77,MAG,BOT,1,1
2023,Interlagos,20,81,MAG,PIA,1,0
2023,Interlagos,22,2,TSU,SAR,1,0
2023,Interlagos,22,10,TSU,GAS,3,0
2023,Interlagos,22,11,TSU,PER,2,0
2023,Interlagos,22,14,TSU,ALO,1,0
2023,Interlagos,22,16,TSU,LEC,1,0
2023,Interlagos,22,18,TSU,STR,2,0
2023,Interlagos,22,20,TSU,MAG,1,0
2023,Interlagos,22,23,TSU,ALB,1,0
2023,Interlagos,22,27,TSU,HUL,1,0
2023,Interlagos,22,31,TSU,OCO,4,0
2023,Interlagos,22,44,TSU,HAM,3,1
2023,Interlagos,22,55,TSU,SAI,1,0
2023,Interlagos,22,63,TSU,RUS,3,0
2023,Interlagos,22,77,TSU,BOT,2,0
2023,Interlagos,22,81,TSU,PIA,2,1
2023,Interlagos,23,20,ALB,MAG,1,1
2023,Interlagos,23,24,ALB,ZHO,2,2
2023,Interlagos,23,27,ALB,HUL,1,1
2023,Interlagos,23,77,ALB,BOT,1,1
2023,Interlagos,23,81,ALB,PIA,1,0
2023,Interlagos,24,2,ZHO,SAR,2,0
2023,Interlagos,24,3,ZHO,RIC,1,1
2023,Interlagos,24,16,ZHO,LEC,1,0
2023,Interlagos,24,20,ZHO,MAG,1,0
2023,Interlagos,24,23,ZHO,ALB,2,1
2023,Interlagos,24,27,ZHO,HUL,5,2
2023,Interlagos,24,31,ZHO,OCO,1,0
2023,Interlagos,24,77,ZHO,BOT,2,1
2023,Interlagos,24,81,ZHO,PIA,2,0
2023,Interlagos,27,2,HUL,SAR,4,0
2023,Interlagos,27,3,HUL,RIC,1,0
2023,Interlagos,27,11,HUL,PER,1,0
2023,Interlagos,27,14,HUL,ALO,2,2
2023,Interlagos,27,16,HUL,LEC,1,0
2023,Interlagos,27,20,HUL,MAG,3,2
2023,Interlagos,27,24,HUL,ZHO,4,0
2023,Interlagos,27,31,HUL,OCO,2,0
2023,Interlagos,27,44,HUL,HAM,1,0
2023,Interlagos,27,63,HUL,RUS,2,0
2023,Interlagos,27,77,HUL,BOT,3,0
2023,Interlagos,27,81,HUL,PIA,2,0
2023,Interlagos,31,2,OCO,SAR,3,0
2023,Interlagos,31,10,OCO,GAS,2,0
2023,Interlagos,31,14,OCO,ALO,1,1
2023,Interlagos,31,16,OCO,LEC,1,0
2023,Interlagos,31,20,OCO,MAG,2,2
2023,Interlagos,31,22,OCO,TSU,3,0
2023,Interlagos,31,23,OCO,ALB,1,0
2023,Interlagos,31,24,OCO,ZHO,1,0
2023,Interlagos,31,27,OCO,HUL,4,2
2023,Interlagos,31,44,OCO,HAM,1,0
2023,Interlagos,31,55,OCO,SAI,1,0
2023,Interlagos,31,63,OCO,RUS,2,0
2023,Interlagos,31,77,OCO,BOT,3,0
2023,Interlagos,31,81,OCO,PIA,2,0
2023,Interlagos,44,4,HAM,NOR,1,0
2023,Interlagos,44,10,HAM,GAS,1,0
2023,Interlagos,44,11,HAM,PER,3,1
2023,Interlagos,44,14,HAM,ALO,1,0
2023,Interlagos,44,16,HAM,LEC,1,0
2023,Interlagos,44,18,HAM,STR,2,0
2023,Interlagos,44,22,HAM,TSU,2,0
2023,Interlagos,44,27,HAM,HUL,1,0
2023,Interlagos,44,31,HAM,OCO,1,0
2023,Interlagos,44,55,HAM,SAI,1,0
2023,Interlagos,44,63,HAM,RUS,1,0
2023,Interlagos,55,3,SAI,RIC,3,3
2023,Interlagos,55,11,SAI,PER,2,0
2023,Interlagos,55,14,SAI,ALO,2,0
2023,Interlagos,55,16,SAI,LEC,1,0
2023,Interlagos,55,18,SAI,STR,1,0
2023,Interlagos,55,22,SAI,TSU,1,0
2023,Interlagos,55,31,SAI,OCO,1,0
2023,Interlagos,55,44,SAI,HAM,2,0
2023,Interlagos,55,63,SAI,RUS,2,0
2023,Interlagos,55,81,SAI,PIA,1,0
2023,Interlagos,63,4,RUS,NOR,1,1
2023,Interlagos,63,10,RUS,GAS,1,0
2023,Interlagos,63,11,RUS,PER,4,2
2023,Interlagos,63,16,RUS,LEC,1,0
2023,Interlagos,63,18,RUS,STR,2,0
2023,Interlagos,63,22,RUS,TSU,2,0
2023,Interlagos,63,27,RUS,HUL,1,0
2023,Interlagos,63,31,RUS,OCO,1,0
2023,Interlagos,63,44,RUS,HAM,1,0
2023,Interlagos,63,55,RUS,SAI,2,0
2023,Interlagos,77,3,BOT,RIC,1,0
2023,Interlagos,77,10,BOT,GAS,1,0
2023,Interlagos,77,14,BOT,ALO,1,1
2023,Interlagos,77,16,BOT,LEC,1,0
2023,Interlagos,77,18,BOT,STR,1,1
2023,Interlagos,77,20,BOT,MAG,2,1
2023,Interlagos,77,22,BOT,TSU,2,0
2023,Interlagos,77,23,BOT,ALB,1,0
2023,Interlagos,77,24,BOT,ZHO,1,0
2023,Interlagos,77,27,BOT,HUL,3,0
2023,Interlagos,77,31,BOT,OCO,2,0
2023,Interlagos,77,81,BOT,PIA,2,0
2023,Interlagos,81,2,PIA,SAR,1,0
2023,Interlagos,81,3,PIA,RIC,1,1
2023,Interlagos,81,10,PIA,GAS,3,2
2023,Interlagos,81,14,PIA,ALO,1,0
2023,Interlagos,81,16,PIA,LEC,1,0
2023,Interlagos,81,18,PIA,STR,1,0
2023,Interlagos,81,20,PIA,MAG,1,0
2023,Interlagos,81,22,PIA,TSU,1,1
2023,Interlagos,81,23,PIA,ALB,1,0
2023,Interlagos,81,24,PIA,ZHO,2,0
2023,Interlagos,81,27,PIA,HUL,1,0
2023,Interlagos,81,31,PIA,OCO,1,0
2023,Interlagos,81,63,PIA,RUS,1,0
2023,Interlagos,81,77,PIA,BOT,2,0
2023,Jeddah,1,10,VER,GAS,1,1
2023,Jeddah,1,14,VER,ALO,1,1
2023,Jeddah,1,16,VER,LEC,1,1
2023,Jeddah,1,18,VER,STR,1,1
2023,Jeddah,1,20,VER,MAG,1,1
2023,Jeddah,1,24,VER,ZHO,1,1
2023,Jeddah,1,27,VER,HUL,1,1
2023,Jeddah,1,31,VER,OCO,1,1
2023,Jeddah,1,44,VER,HAM,1,1
2023,Jeddah,1,55,VER,SAI,1,1
2023,Jeddah,1,63,VER,RUS,1,1
2023,Jeddah,1,77,VER,BOT,1,1
2023,Jeddah,1,81,VER,PIA,1,0
2023,Jeddah,2,4,SAR,NOR,1,1
2023,Jeddah,2,10,SAR,GAS,1,1
2023,Jeddah,2,18,SAR,STR,1,1
2023,Jeddah,2,20,SAR,MAG,1,1
2023,Jeddah,2,21,SAR,DEV,3,2
2023,Jeddah,2,22,SAR,TSU,1,0
2023,Jeddah,2,23,SAR,ALB,2,1
2023,Jeddah,2,24,SAR,ZHO,1,0
2023,Jeddah,2,27,SAR,HUL,1,0
2023,Jeddah,2,31,SAR,OCO,1,1
2023,Jeddah,2,77,SAR,BOT,1,1
2023,Jeddah,2,81,SAR,PIA,1,1
2023,Jeddah,4,18,NOR,STR,1,1
2023,Jeddah,4,21,NOR,DEV,1,0
2023,Jeddah,4,23,NOR,ALB,1,1
2023,Jeddah,4,77,NOR,BOT,2,1
2023,Jeddah,4,81,NOR,PIA,3,2
2023,Jeddah,10,2,GAS,SAR,1,0
2023,Jeddah,10,18,GAS,STR,2,2
2023,Jeddah,10,21,GAS,DEV,1,0
2023,Jeddah,10,22,GAS,TSU,1,1
2023,Jeddah,10,23,GAS,ALB,1,0
2023,Jeddah,10,81,GAS,PIA,2,2
2023,Jeddah,11,14,PER,ALO,1,1
2023,Jeddah,14,11,ALO,PER,1,1
2023,Jeddah,16,10,LEC,GAS,1,1
2023,Jeddah,16,18,LEC,STR,1,1
2023,Jeddah,16,22,LEC,TSU,1,0
2023,Jeddah,16,24,LEC,ZHO,1,0
2023,Jeddah,16,27,LEC,HUL,1,0
2023,Jeddah,16,31,LEC,OCO,1,1
2023,Jeddah,16,44,LEC,HAM,1,1
2023,Jeddah,16,55,LEC,SAI,1,1
2023,Jeddah,16,81,LEC,PIA,2,2
2023,Jeddah,18,10,STR,GAS,1,1
2023,Jeddah,18,31,STR,OCO,1,1
2023,Jeddah,18,55,STR,SAI,1,1
2023,Jeddah,20,2,MAG,SAR,1,0
2023,Jeddah,20,18,MAG,STR,1,1
2023,Jeddah,20,21,MAG,DEV,1,0
2023,Jeddah,20,22,MAG,TSU,2,2
2023,Jeddah,20,23,MAG,ALB,1,0
2023,Jeddah,20,24,MAG,ZHO,2,2
2023,Jeddah,20,27,MAG,HUL,2,2
2023,Jeddah,20,77,MAG,BOT,1,1
2023,Jeddah,20,81,MAG,PIA,1,0
2023,Jeddah,21,2,DEV,SAR,3,2
2023,Jeddah,21,4,DEV,NOR,1,1
2023,Jeddah,21,10,DEV,GAS,1,1
2023,Jeddah,21,18,DEV,STR,1,1
2023,Jeddah,21,20,DEV,MAG,1,1
2023,Jeddah,21,23,DEV,ALB,1,1
2023,Jeddah,21,24,DEV,ZHO,2,0
2023,Jeddah,21,27,DEV,HUL,1,0
2023,Jeddah,21,31,DEV,OCO,1,1
2023,Jeddah,21,77,DEV,BOT,1,1
2023,Jeddah,21,81,DEV,PIA,1,0
2023,Jeddah,22,2,TSU,SAR,1,0
2023,Jeddah,22,10,TSU,GAS,1,1
2023,Jeddah,22,16,TSU,LEC,1,1
2023,Jeddah,22,18,TSU,STR,1,1
2023,Jeddah,22,20,TSU,MAG,2,2
2023,Jeddah,22,23,TSU,ALB,3,2
2023,Jeddah,22,24,TSU,ZHO,1,1
2023,Jeddah,22,27,TSU,HUL,1,1
2023,Jeddah,22,31,TSU,OCO,2,1
2023,Jeddah,22,55,TSU,SAI,1,1
2023,Jeddah,22,77,TSU,BOT,1,0
2023,Jeddah,22,81,TSU,PIA,1,0
2023,Jeddah,23,2,ALB,SAR,1,0
2023,Jeddah,23,10,ALB,GAS,1,1
2023,Jeddah,23,18,ALB,STR,1,1
2023,Jeddah,23,20,ALB,MAG,1,1
2023,Jeddah,23,22,ALB,TSU,3,2
2023,Jeddah,23,24,ALB,ZHO,1,1
2023,Jeddah,23,27,ALB,HUL,1,1
2023,Jeddah,23,31,ALB,OCO,1,1
2023,Jeddah,23,77,ALB,BOT,1,1
2023,Jeddah,23,81,ALB,PIA,1,0
2023,Jeddah,24,2,ZHO,SAR,1,1
2023,Jeddah,24,18,ZHO,STR,1,1
2023,Jeddah,24,20,ZHO,MAG,1,1
2023,Jeddah,24,21,ZHO,DEV,2,1
2023,Jeddah,24,23,ZHO,ALB,1,1
2023,Jeddah,24,27,ZHO,HUL,2,1
2023,Jeddah,24,81,ZHO,PIA,3,2
2023,Jeddah,27,2,HUL,SAR,1,0
2023,Jeddah,27,18,HUL,STR,1,1
2023,Jeddah,27,20,HUL,MAG,1,1
2023,Jeddah,27,21,HUL,DEV,1,0
2023,Jeddah,27,23,HUL,ALB,1,1
2023,Jeddah,27,24,HUL,ZHO,2,1
2023,Jeddah,27,81,HUL,PIA,1,0
2023,Jeddah,31,2,OCO,SAR,1,0
2023,Jeddah,31,18,OCO,STR,2,2
2023,Jeddah,31,21,OCO,DEV,1,0
2023,Jeddah,31,22,OCO,TSU,2,1
2023,Jeddah,31,23,OCO,ALB,1,0
2023,Jeddah,31,55,OCO,SAI,1,1
2023,Jeddah,44,16,HAM,LEC,1,1
2023,Jeddah,44,18,HAM,STR,1,1
2023,Jeddah,44,31,HAM,OCO,1,1
2023,Jeddah,44,55,HAM,SAI,2,2
2023,Jeddah,55,16,SAI,LEC,1,1
2023,Jeddah,55,18,SAI,STR,1,1
2023,Jeddah,55,22,SAI,TSU,1,0
2023,Jeddah,55,31,SAI,OCO,1,1
2023,Jeddah,55,44,SAI,HAM,1,0
2023,Jeddah,77,4,BOT,NOR,1,1
2023,Jeddah,77,18,BOT,STR,1,1
2023,Jeddah,77,20,BOT,MAG,1,1
2023,Jeddah,77,23,BOT,ALB,1,1
2023,Jeddah,77,81,BOT,PIA,2,1
2023,Jeddah,81,2,PIA,SAR,1,1
2023,Jeddah,81,4,PIA,NOR,3,3
2023,Jeddah,81,10,PIA,GAS,1,1
2023,Jeddah,81,16,PIA,LEC,1,1
2023,Jeddah,81,18,PIA,STR,1,1
2023,Jeddah,81,23,PIA,ALB,1,1
2023,Jeddah,81,24,PIA,ZHO,2,1
2023,Jeddah,81,77,PIA,BOT,2,2
2023,Las Vegas,1,10,VER,GAS,2,1
2023,Las Vegas,1,11,VER,PER,1,1
2023,Las Vegas,1,14,VER,ALO,1,1
2023,Las Vegas,1,16,VER,LEC,2,2
2023,Las Vegas,1,18,VER,STR,1,0
2023,Las Vegas,1,24,VER,ZHO,1,1
2023,Las Vegas,1,31,VER,OCO,2,0
2023,Las Vegas,1,44,VER,HAM,1,0
2023,Las Vegas,1,55,VER,SAI,1,1
2023,Las Vegas,1,63,VER,RUS,1,1
2023,Las Vegas,1,81,VER,PIA,1,1
2023,Las Vegas,2,3,SAR,RIC,1,0
2023,Las Vegas,2,14,SAR,ALO,1,0
2023,Las Vegas,2,20,SAR,MAG,1,1
2023,Las Vegas,2,24,SAR,ZHO,1,0
2023,Las Vegas,2,27,SAR,HUL,1,1
2023,Las Vegas,2,44,SAR,HAM,1,0
2023,Las Vegas,2,55,SAR,SAI,1,0
2023,Las Vegas,2,77,SAR,BOT,1,1
2023,Las Vegas,2,81,SAR,PIA,1,0
2023,Las Vegas,3,2,RIC,SAR,2,1
2023,Las Vegas,3,4,RIC,NOR,1,1
2023,Las Vegas,3,11,RIC,PER,1,0
2023,Las Vegas,3,14,RIC,ALO,1,0
2023,Las Vegas,3,18,RIC,STR,1,0
2023,Las Vegas,3,20,RIC,MAG,1,0
2023,Las Vegas,3,22,RIC,TSU,2,0
2023,Las Vegas,3,23,RIC,ALB,1,0
2023,Las Vegas,3,24,RIC,ZHO,1,1
2023,Las Vegas,3,27,RIC,HUL,3,1
2023,Las Vegas,3,44,RIC,HAM,2,0
2023,Las Vegas,3,55,RIC,SAI,1,0
2023,Las Vegas,3,77,RIC,BOT,2,0
2023,Las Vegas,3,81,RIC,PIA,1,0
2023,Las Vegas,4,3,NOR,RIC,1,1
2023,Las Vegas,4,11,NOR,PER,1,0
2023,Las Vegas,4,14,NOR,ALO,1,0
2023,Las Vegas,4,24,NOR,ZHO,1,1
2023,Las Vegas,4,44,NOR,HAM,1,0
2023,Las Vegas,4,55,NOR,SAI,1,0
2023,Las Vegas,4,77,NOR,BOT,1,0
2023,Las Vegas,10,1,GAS,VER,2,0
2023,Las Vegas,10,14,GAS,ALO,1,0
2023,Las Vegas,10,18,GAS,STR,1,0
2023,Las Vegas,10,24,GAS,ZHO,1,1
2023,Las Vegas,10,31,GAS,OCO,2,1
2023,Las Vegas,10,55,GAS,SAI,1,0
2023,Las Vegas,10,63,GAS,RUS,2,0
2023,Las Vegas,10,81,GAS,PIA,1,0
2023,Las Vegas,11,1,PER,VER,1,0
2023,Las Vegas,11,2,PER,SAR,1,0
2023,Las Vegas,11,3,PER,RIC,1,1
2023,Las Vegas,11,4,PER,NOR,1,0
2023,Las Vegas,11,10,PER,GAS,1,0
2023,Las Vegas,11,14,PER,ALO,1,0
2023,Las Vegas,11,16,PER,LEC,3,2
2023,Las Vegas,11,18,PER,STR,1,1
2023,Las Vegas,11,20,PER,MAG,1,0
2023,Las Vegas,11,22,PER,TSU,1,0
2023,Las Vegas,11,23,PER,ALB,1,0
2023,Las Vegas,11,24,PER,ZHO,1,1
2023,Las Vegas,11,27,PER,HUL,1,0
2023,Las Vegas,11,31,PER,OCO,1,1
2023,Las Vegas,11,44,PER,HAM,2,1
2023,Las Vegas,11,55,PER,SAI,2,1
2023,Las Vegas,11,63,PER,RUS,1,0
2023,Las Vegas,11,77,PER,BOT,1,0
2023,Las Vegas,11,81,PER,PIA,1,0
2023,Las Vegas,14,1,ALO,VER,1,0
2023,Las Vegas,14,2,ALO,SAR,2,1
2023,Las Vegas,14,3,ALO,RIC,1,1
2023,Las Vegas,14,4,ALO,NOR,1,0
2023,Las Vegas,14,10,ALO,GAS,2,1
2023,Las Vegas,14,20,ALO,MAG,1,0
2023,Las Vegas,14,22,ALO,TSU,1,0
2023,Las Vegas,14,23,ALO,ALB,2,1
2023,Las Vegas,14,24,ALO,ZHO,1,1
2023,Las Vegas,14,27,ALO,HUL,1,0
2023,Las Vegas,14,31,ALO,OCO,1,0
2023,Las Vegas,14,44,ALO,HAM,1,0
2023,Las Vegas,14,55,ALO,SAI,2,2
2023,Las Vegas,14,63,ALO,RUS,1,0
2023,Las Vegas,14,77,ALO,BOT,1,1
2023,Las Vegas,14,81,ALO,PIA,2,0
2023,Las Vegas,16,1,LEC,VER,1,0
2023,Las Vegas,16,11,LEC,PER,3,2
2023,Las Vegas,16,18,LEC,STR,1,1
2023,Las Vegas,18,1,STR,VER,1,0
2023,Las Vegas,18,2,STR,SAR,1,0
2023,Las Vegas,18,3,STR,RIC,2,1
2023,Las Vegas,18,4,STR,NOR,1,0
2023,Las Vegas,18,10,STR,GAS,2,1
2023,Las Vegas,18,11,STR,PER,1,0
2023,Las Vegas,18,14,STR,ALO,1,0
2023,Las Vegas,18,16,STR,LEC,1,0
2023,Las Vegas,18,20,STR,MAG,1,0
2023,Las Vegas,18,22,STR,TSU,1,0
2023,Las Vegas,18,23,STR,ALB,2,1
2023,Las Vegas,18,24,STR,ZHO,2,1
2023,Las Vegas,18,27,STR,HUL,2,0
2023,Las Vegas,18,31,STR,OCO,1,0
